time,seconds_elapsed,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,label
1783090259535509200,0.05050927734375,-0.0288197969720698,0.0077750407485524,0.0524742836028337,-0.0006618713960051,0.0018598437309265,0.0004058396443724,still
1783090259545554400,0.060554443359375,-0.0007942373839206,-0.0204159842001507,0.0626484716147184,0.0005810258444398,-0.0024249157868325,-0.0002224000636488,still
1783090259555598600,0.0705986328125,-0.0151290704729035,-0.0025676676640752,0.070726564130187,-0.0006753278430551,-0.0018083383329212,0.0002526633907109,still
1783090259565643500,0.0806435546875,-0.0117968390439637,-0.0196463972002966,0.0448410122454166,0.0001406646333634,0.0020689573138952,-0.0004663900472223,still
1783090259575687400,0.0906875,0.0050841348638758,-0.0171394741469761,0.0529237809360027,-0.00021019927226,0.0017812806181609,0.0001893446315079,still
1783090259585732400,0.100732421875,0.0184422318751923,0.0009363949341233,0.0750695617705583,-0.0002456193324178,-0.0019404874183237,-1.43873039633e-05,still
1783090259595776500,0.110776611328125,0.006368950510025,-0.0045594077368732,0.0660872138917446,-0.0007442994974553,-0.0019340435974299,0.0012697451747953,still
1783090259605821400,0.120821533203125,-0.0198343620870262,-0.0026403538743732,0.0527671290695667,-0.0010939724743366,-0.0008432129397988,-0.0003643704112619,still
1783090259615865300,0.130865234375,-0.013537800959777,-0.0011486905445111,0.0467810403972864,0.0006010145880281,0.0011558579280972,-0.0006760519463568,still
1783090259625910500,0.14091064453125,-0.0148109809670597,0.0102770775642013,0.0568085134148597,-0.0003726370632648,-0.0004649418406188,0.0001564521808177,still
1783090259635954400,0.150954345703125,-0.0056440337689593,-0.0067778144387062,0.0551619152516126,0.0004783957265317,-0.0016118679195642,0.0001353209372609,still
1783090259645999400,0.160999267578125,-0.0063709963366389,-0.0062336473922943,0.0702758977532386,0.0010416542645543,0.0007551498711109,-0.0005184852052479,still
1783090259656043500,0.17104345703125,0.0031465909300372,-0.0038494054371491,0.0647410599797964,0.0015199580229818,0.0005657989531755,0.0018301671370863,still
1783090259666088400,0.18108837890625,-0.0011622669787146,-0.0174837803728878,0.0466378325343132,-0.0001312019303441,0.0009024227038025,3.09355091303e-05,still
1783090259676132400,0.19113232421875,0.0052526232985779,-0.0034271020715823,0.059956163790822,0.0001408325042575,-0.0001721074804663,0.0002649894449859,still
1783090259686177500,0.201177490234375,-0.0117105307336896,-0.0048100945623125,0.0608516513258218,-8.475035429000854e-07,-0.0019646813161671,-5.99161721765e-05,still
1783090259696221400,0.211221435546875,-0.0145764232925139,-0.0122666896119946,0.0623462737977504,0.0008174306713044,0.0003622220829129,-0.0001881089992821,still
1783090259706266400,0.221266357421875,-0.0082697243637405,-0.009143863150035,0.0608493132382631,-0.0009796704398468,-0.0006724158301949,0.0003389306366443,still
1783090259716310500,0.231310546875,-0.0087375793375074,0.0077582129113376,0.0599520721375942,0.0008502446580678,-0.0001151994802057,0.0009157215245068,still
1783090259726355500,0.24135546875,-0.0011048011704348,0.0026693516399944,0.0687806907594204,-0.0001071619335561,0.0010107848793268,0.0001093163155019,still
1783090259736399400,0.2513994140625,-0.0086924798204563,-0.0069100168504752,0.0693809947401285,-0.0006097441073507,0.0010808948427438,6.204936653375626e-07,still
1783090259746443500,0.261443603515625,0.0008365421556867,-0.0066869623840553,0.0645937604635953,0.0004299539141356,-0.0005012890323996,0.0007577571086585,still
1783090259756488400,0.271488525390625,-0.0070156326494179,-0.0074076687408844,0.0681862319976091,0.0007131756283342,0.0001256773248314,0.0006959430174902,still
1783090259766532400,0.281532470703125,-0.005353508123476,-0.0093477197256404,0.0638467414885759,0.0001608359161764,0.0008311485871672,0.0010120602091774,still
1783090259776577500,0.29157763671875,-0.0007068696277216,-0.0075500317870639,0.0674380439788103,-0.0013612024486064,5.03798946738e-05,-0.0006152058485895,still
1783090259786621400,0.301621337890625,-0.0116122579909861,-0.0128175877932924,0.0616015929102897,-0.0007968787103891,-0.0007775970734655,0.0001214244402945,still
1783090259796666400,0.311666259765625,-0.0039840646674856,-0.0080911711927503,0.066090136501193,0.0002572734374552,0.000245023984462,-0.0002386048436164,still
1783090259806710500,0.32171044921875,-0.00175992234461,-0.0095990093392785,0.0674374594569206,6.07322435826e-05,-3.70047055184e-05,-5.91077841818e-05,still
1783090259816755500,0.33175537109375,-0.0018934307974763,-0.0196616084691602,0.0633966596335172,-0.0009293934563174,0.0007919715717434,0.0005795743782073,still
1783090259826799400,0.34179931640625,-0.0140695332163013,-0.0085540622970322,0.0648942047148943,7.3286704719e-05,-0.0004677032120525,-0.0011498823296278,still
1783090259836844500,0.351844482421875,0.0038783392706885,-0.0086793509108247,0.0642956542998552,-0.0009052844252437,0.0007210760377347,-0.0006843274459242,still
1783090259846888400,0.361888427734375,-0.0016828385204076,-0.0135567568219965,0.047387774118781,0.0010121916420757,0.0007511698640882,0.0008906660368666,still
1783090259856933400,0.371933349609375,0.0068048759755678,-0.0063072058188496,0.0545715481430292,-0.0001283679157495,0.0002675093710422,-6.62042293697e-05,still
1783090259866977500,0.3819775390625,0.0058199200588278,-0.0003009648411069,0.0662421121925115,-0.0003568672109395,0.000312250573188,0.0013330206274986,still
1783090259877022500,0.3920224609375,-0.0192944465240463,0.0051256633175071,0.0586105944007635,0.0001713610254228,-0.0004344438202679,0.0004732883535325,still
1783090259887066400,0.40206640625,-0.0144576557510532,-0.0011173546913312,0.0470879143893718,0.0002070472110062,0.0001032487489283,-0.0002385745756328,still
1783090259897111300,0.412111328125,0.0068989474671892,-0.0183790076129836,0.0725274760723114,0.0018319964874535,0.0003100098110735,0.0001586466096341,still
1783090259907155500,0.422155517578125,-0.0109517847882583,-0.0129606814918341,0.0598094487965106,0.0011249270755797,0.0018410612829029,-0.0002432244364172,still
1783090259917200400,0.432200439453125,0.0029237419595941,-0.0001109084619907,0.065347793701291,0.0017106549348682,0.0004498399794101,0.0003500804305076,still
1783090259927244500,0.44224462890625,-0.0085994495084509,-0.003011123415525,0.0617570757329463,0.0002206163480877,0.0001899157650768,-0.0003998659085482,still
1783090259937289500,0.45228955078125,-0.0040403066330589,-0.0104191118168178,0.0515811341553926,0.0011004561092704,-0.0010052849538624,-7.65840522944e-05,still
1783090259947333400,0.46233349609375,0.0056027153778821,-0.0116521059441845,0.0569680878907442,0.0006405282765626,0.0008298992179334,0.000542600871995,still
1783090259957378300,0.47237841796875,-0.0079163078161887,-0.0035501850285567,0.070286419147253,0.0003931326791644,0.0009320443496108,-0.0003816848620772,still
1783090259967422500,0.48242236328125,0.0040041941400617,-0.0129765549144009,0.0530792637586593,-0.0001299120485782,0.0009594745934009,0.0009965010685846,still
1783090259977467600,0.492467529296875,-0.0109040914553217,0.0024832910159835,0.0749281074732542,-0.0008874558843672,0.0003054682165384,-0.0001242603175342,still
1783090259987511300,0.50251123046875,-0.0082194920138455,-0.002761655866215,0.0761252083033323,-0.0005987691693007,0.0018548951484262,-0.0002960341516882,still
1783090259997556500,0.512556396484375,-0.0036542116586118,0.0024196785947075,0.0604138444304466,-0.0006815218366682,-0.0006809942424297,0.0005875856149941,still
1783090260007600600,0.5226005859375,-0.0034387240107171,-0.0040121673839632,0.0649023880213499,-0.0003217288758605,0.0016474076546728,-0.0001138909719884,still
1783090260017645300,0.532645263671875,0.0081913618979044,-0.0093488796362653,0.0656511605620384,0.0008179906290024,1.1390075087e-06,-0.0018410962074995,still
1783090260027689500,0.542689453125,0.0080259604694321,-0.0008347337910905,0.0562245760470628,-0.0005420858506113,0.0011375099420547,0.0012947759823873,still
1783090260037734400,0.552734375,-0.0066077094356529,0.0106411433699307,0.061463061222434,0.0002248627133667,-0.0001529878936707,0.0002930259797722,still
1783090260047778300,0.5627783203125,-0.0143472907117567,-0.0053231038520578,0.073436407610774,-0.0001423871144652,0.0021093674004077,-0.0005740991327911,still
1783090260057823500,0.572823486328125,-0.0109609179427847,0.0005819143740693,0.0596709171086549,0.0015485233161598,9.91825945675e-05,-0.001575022470206,still
1783090260067867400,0.582867431640625,-0.0050411907712928,-0.0005710459201829,0.0554828177690506,7.12680630385e-05,0.0004280828870832,0.0008207571227103,still
1783090260077912300,0.592912353515625,-0.0086343016261234,-0.0096726727971108,0.0605704962968826,-7.0231501013e-05,0.0002732346765697,-0.0006147141102701,still
