time,seconds_elapsed,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,label
1783090675553638000,0.050637939453125,-0.0769160664200782,-0.392906261897087,-0.3101139969199896,0.309327483177185,-0.2428664863109588,-0.0522839240729808,jumping
1783090675563682000,0.06068212890625,-0.4510628289200365,-0.2133773777425289,-0.4886895258724689,0.2350521981716156,-0.051637664437294,-0.0373068414628505,jumping
1783090675573726000,0.070725830078125,-0.5011708217829466,-0.1390387605950236,-0.4145189587682485,0.1786660701036453,0.142507717013359,-0.0327913053333759,jumping
1783090675583771000,0.08077099609375,-0.262079010938853,-0.1003966029897332,-0.3621645021528005,0.1118271127343177,0.2766745686531067,-0.0327705331146717,jumping
1783090675593815000,0.09081494140625,-0.1349912387698888,0.0474538250923156,-0.4323188193529844,0.0486819297075271,0.3385679423809051,-0.0278471112251281,jumping
1783090675603860000,0.10085986328125,-0.154684511885792,0.3482438210889697,-0.7118564762234687,0.0607934556901454,0.3523750901222229,0.0167592391371727,jumping
1783090675613904000,0.11090380859375,-0.1713458699598908,0.7096689030513167,-0.8596265325456857,0.1772910356521606,0.2798538208007812,0.0798714607954025,jumping
1783090675623949000,0.120948974609375,-0.1079736141152679,0.964079132927954,-0.9280056567668914,0.3301679491996765,0.1373283714056015,0.1527880132198333,jumping
1783090675633993000,0.130992919921875,-0.0876559254907071,1.0387143949344753,-0.9988409419685602,0.446511834859848,0.0200844202190637,0.2083919644355774,jumping
1783090675644038000,0.141037841796875,-0.133425158496946,0.9710419576779008,-0.9542875144928692,0.4731189310550689,-0.0702729076147079,0.2452967166900634,jumping
1783090675654082000,0.15108203125,-0.098218674428761,0.8851055494561791,-0.785350166979432,0.4073452651500702,-0.1449142694473266,0.2705509960651397,jumping
1783090675664127000,0.161126953125,0.0649348289862275,0.8366691430673002,-0.4678127420604229,0.3030854165554046,-0.2092884629964828,0.2925684154033661,jumping
1783090675674171000,0.1711708984375,0.1687910709105431,0.80768737873286,-0.1265215165883302,0.2185913324356079,-0.2609957754611969,0.3180475234985351,jumping
1783090675684216000,0.181216064453125,0.2441023324824869,0.6860656168848276,0.1543003348737955,0.175079271197319,-0.2929031252861023,0.3354991972446441,jumping
1783090675694260000,0.191260009765625,0.3339890857651829,0.5448267158970237,0.5484224023014307,0.1576322466135025,-0.3578687012195587,0.346452534198761,jumping
1783090675704305000,0.201304931640625,0.3528137593530118,0.4784098316594958,0.8597545428395271,0.1550854593515396,-0.4392993748188019,0.3700470626354217,jumping
1783090675714349000,0.21134912109375,0.296002469459176,0.5126034854233265,0.9917191272646187,0.1661969721317291,-0.5107995271682739,0.4341014921665191,jumping
1783090675724394000,0.22139404296875,0.2824453610107302,0.6492299241796136,1.0544126070648432,0.1987184286117553,-0.5683819055557251,0.5228731632232666,jumping
